domain	utterance	seqlogical
reminder	Remind me to reply to Judy's email in one hour.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Judy ] 's email ] ] [SL:DATE_TIME in one hour ] . ]
reminder	Can you add Tony to coming to 4 pm meeting in my reminder	[IN:UPDATE_REMINDER Can you add [SL:ATTENDEE_ADDED Tony ] to coming [SL:DATE_TIME to 4 pm ] [SL:TODO meeting ] in [SL:PERSON_REMINDED my ] reminder ]
reminder	change the reminder to do laundry to do ironing instead	[IN:UPDATE_REMINDER_TODO change the reminder to [SL:TODO do laundry ] to [SL:TODO_NEW do ironing ] instead ]
reminder	Hey Bot! I am taking two pizzas for the party on Sunday, instead of one. Can you please update it and remind me?	[IN:UPDATE_REMINDER_TODO Hey Bot ! I am [SL:TODO_NEW taking two pizzas for the party ] [SL:DATE_TIME on Sunday ] , instead of [SL:TODO one ] . Can you please update it and remind [SL:PERSON_REMINDED me ] ? ]
reminder	Change my reminder from pick up milk to pick up sour cream.	[IN:UPDATE_REMINDER_TODO Change [SL:PERSON_REMINDED my ] reminder from [SL:TODO pick up milk ] to [SL:TODO_NEW pick up sour cream ] . ]
reminder	How many reminders do I have	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have ]
reminder	Remind me to email Susanne about the party on Saturday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Susanne ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the party ] [SL:DATE_TIME on Saturday ] ] ] ] ] . ]
reminder	please update my work reminder for new meeting at 9 am every thursday now	[IN:UPDATE_REMINDER_TODO please update [SL:PERSON_REMINDED my ] [SL:TODO work ] reminder for [SL:TODO_NEW new meeting ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME at 9 am ] [SL:FREQUENCY every thursday ] ] ] now ]
reminder	Make changes to the reminder regarding the extension of our internet contract such that it reflects the new term dates.	[IN:UPDATE_REMINDER_TODO Make changes to the reminder regarding [SL:TODO the extension of our internet contract ] such that it reflects [SL:TODO_NEW the new term dates ] . ]
reminder	how many reminders do I have set for Friday evening?	[IN:GET_REMINDER_AMOUNT how many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME for Friday evening ] ? ]
reminder	How many reminders do I have set for this month?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME for this month ] ? ]
reminder	Add James to my bachelor party reminder.	[IN:UPDATE_REMINDER Add [SL:ATTENDEE_ADDED James ] to [SL:PERSON_REMINDED my ] [SL:TODO bachelor party ] reminder . ]
reminder	Add vehicle inspection to my to do list reminder.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW vehicle inspection ] to [SL:PERSON_REMINDED my ] [SL:TODO to do list ] reminder . ]
reminder	Help me edit today's reminders for work.	[IN:HELP_REMINDER Help me edit today 's reminders for work . ]
reminder	Update daily reminders from workout to meditation	[IN:UPDATE_REMINDER_TODO Update [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminders from [SL:TODO workout ] to [SL:TODO_NEW meditation ] ]
reminder	Add to go buy the medicines before, on the reminder with my father.	[IN:UPDATE_REMINDER_TODO Add to [SL:TODO_NEW go buy the medicines before ] , on the reminder with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION father ] ] ] . ]
reminder	Please update the reminder for Kayla's party to include picking up the cake.	[IN:UPDATE_REMINDER_TODO Please update the reminder for [SL:TODO Kayla 's party ] to include [SL:TODO_NEW picking up the cake ] . ]
reminder	Remind me to respond to Trish's email regarding supplies needing to be ordered	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE respond to [SL:RECIPIENT Trish ] 's email regarding [SL:CONTENT_EXACT supplies needing to be ordered ] ] ] ]
reminder	Show me the address of my dentist reminder.	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER Show ] me the address of [SL:PERSON_REMINDED my ] [SL:TODO dentist ] reminder . ]
reminder	Show me the location where I am supposed to me Susan, from my reminder earlier today	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER Show ] me the location where I am supposed to [SL:TODO me Susan ] , from [SL:PERSON_REMINDED my ] reminder [SL:DATE_TIME earlier today ] ]
reminder	remind me to reply to mikes email sunday night at 9pm	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT mikes ] email ] ] [SL:DATE_TIME sunday night at 9 pm ] ]
reminder	Make an edit to the reminder and include Jose on it	[IN:UPDATE_REMINDER Make an edit to the reminder and include [SL:PERSON_REMINDED_ADDED Jose ] on it ]
reminder	How can I see my reminders?	[IN:HELP_REMINDER How can I see my reminders ? ]
reminder	Remind me to reply to Sharon and Catherine's email.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Sharon ] and [SL:RECIPIENT Catherine ] 's email ] ] . ]
reminder	Add Melinda to dining group reminder.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Melinda ] to [SL:PERSON_REMINDED dining ] group reminder . ]
reminder	Give me the reminder for the name of the farm where Tanner is getting married.	[IN:GET_REMINDER_LOCATION Give [SL:PERSON_REMINDED me ] the reminder for the name of the farm where [SL:TODO Tanner is getting married ] . ]
reminder	How can I see what reminder I have for Christmas?	[IN:HELP_REMINDER How can I see what reminder I have for Christmas ? ]
reminder	How do I see reminders involving non-work events	[IN:HELP_REMINDER How do I see reminders involving non - work events ]
reminder	How many reminders do I have	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have ]
reminder	how many dinner reminders do i have	[IN:GET_REMINDER_AMOUNT how many [SL:TODO dinner ] reminders do [SL:PERSON_REMINDED i ] have ]
reminder	Where is the location for my meeting reminder?	[IN:GET_REMINDER_LOCATION Where is the location for [SL:PERSON_REMINDED my ] [SL:TODO meeting ] reminder ? ]
reminder	Where is tomorrow's dinner reminder taking place?	[IN:GET_REMINDER_LOCATION Where is [SL:DATE_TIME tomorrow ] 's [SL:TODO dinner ] reminder taking place ? ]
reminder	How many reminders do I have with AJ?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have [SL:TODO [IN:GET_TODO with [SL:ATTENDEE AJ ] ] ] ? ]
reminder	Set up a reminder to email Richard about the game on Tuesday.	[IN:CREATE_REMINDER Set up a reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Richard ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the game ] ] ] ] ] [SL:DATE_TIME on Tuesday ] . ]
reminder	Remind me to send an email to Taylor with the location for the meeting.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send an email to [SL:RECIPIENT Taylor ] with [SL:CONTENT_EXACT [IN:GET_EVENT the location for [SL:CATEGORY_EVENT the meeting ] ] ] ] ] . ]
reminder	Remove Gary from all reminders I have setup with him included.	[IN:UPDATE_REMINDER Remove [SL:PERSON_REMINDED_REMOVED Gary ] from [SL:AMOUNT all ] reminders I have setup with him included . ]
reminder	Show my the location of my dinner reminder on saturday	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED my ] the location of my [SL:TODO dinner ] reminder [SL:DATE_TIME on saturday ] ]
reminder	What place did we book for my reminder about Scott birthday party	[IN:GET_REMINDER_LOCATION What place did we book for [SL:PERSON_REMINDED my ] reminder about [SL:TODO Scott birthday party ] ]
reminder	How many reminders do I have to meet Breck set for this week?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have to [SL:TODO meet Breck set ] [SL:DATE_TIME for this week ] ? ]
reminder	How many reminders do I have set in the coming weekdays?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME in the coming weekdays ] ? ]
reminder	Remind me in 4 hours to reply to Bob's message.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME in 4 hours ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Bob ] 's message ] ] . ]
reminder	Where does tomorrow's reminder say I need to meet up with Tammy?	[IN:GET_REMINDER_LOCATION Where does [SL:DATE_TIME tomorrow ] 's reminder say [SL:PERSON_REMINDED I ] need to [SL:TODO [IN:GET_TODO [SL:TODO meet up ] with [SL:ATTENDEE Tammy ] ] ] ? ]
reminder	Help me set an appointment reminder for my interview at 2pm	[IN:HELP_REMINDER Help me set an appointment reminder for my interview at 2 pm ]
reminder	How many reminders do i have for next week	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED i ] have [SL:DATE_TIME for next week ] ]
reminder	How do I find reminders for homework due dates	[IN:HELP_REMINDER How do I find reminders for homework due dates ]
reminder	how many different breakfast reminders do i have this week?	[IN:GET_REMINDER_AMOUNT how many different [SL:TODO breakfast ] reminders do [SL:PERSON_REMINDED i ] have [SL:DATE_TIME this week ] ? ]
reminder	Add Bob to my reminder regarding employment.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Bob ] to [SL:PERSON_REMINDED my ] reminder regarding [SL:TODO employment ] . ]
reminder	Help me make a reminder for my classes this semester.	[IN:HELP_REMINDER Help me make a reminder for my classes this semester . ]
reminder	Show the location of the work function reminder next Monday	[IN:GET_REMINDER_LOCATION Show the location of the [SL:TODO work function ] reminder [SL:DATE_TIME next Monday ] ]
reminder	Where am I supposed to meet for my next reminder	[IN:GET_REMINDER_LOCATION Where am I supposed to [SL:TODO meet ] for [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ]
reminder	How many reminders do I have next month?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME next month ] ? ]
reminder	remove mom from tonight's reminder	[IN:UPDATE_REMINDER remove [SL:PERSON_REMINDED_REMOVED [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] from [SL:DATE_TIME tonight ] 's reminder ]
reminder	Remind me to email Marie Sunday morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT Marie ] ] ] [SL:DATE_TIME Sunday morning ] . ]
reminder	how many lunch reminders do i have total this week?	[IN:GET_REMINDER_AMOUNT how many [SL:TODO lunch ] reminders do [SL:PERSON_REMINDED i ] have total [SL:DATE_TIME this week ] ? ]
reminder	remove Jim from our reminder for the party next wednesday	[IN:UPDATE_REMINDER remove [SL:PERSON_REMINDED_REMOVED Jim ] from [SL:PERSON_REMINDED our ] reminder for [SL:TODO the party ] [SL:DATE_TIME next wednesday ] ]
reminder	Can you remind me to send out my email marketing letter by Friday	[IN:CREATE_REMINDER Can you remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send out [SL:SENDER my ] email [SL:CONTENT_EXACT marketing letter ] ] ] [SL:DATE_TIME by Friday ] ]
reminder	Where are my reminders located for today?	[IN:GET_REMINDER_LOCATION Where are [SL:PERSON_REMINDED my ] reminders located [SL:DATE_TIME for today ] ? ]
reminder	How many grocery store reminders do I have for this month?	[IN:GET_REMINDER_AMOUNT How many [SL:TODO grocery store ] reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME for this month ] ? ]
reminder	am i able to combine Ralph's and my reminders together?	[IN:HELP_REMINDER am i able to combine Ralph 's and my reminders together ? ]
reminder	How do I make a reminder for recurring events?	[IN:HELP_REMINDER How do I make a reminder for recurring events ? ]
reminder	remind me to respond to rochell email	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE respond to [SL:RECIPIENT rochell ] email ] ] ]
reminder	Remind me to send Susan an email about the meeting tonight	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:RECIPIENT Susan ] an email about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the meeting ] [SL:DATE_TIME tonight ] ] ] ] ] ]
reminder	Remind me to reply to Amy that we will be able to attend the surprise party for Lori.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Amy ] that [SL:CONTENT_EXACT we will be able to attend the surprise party for Lori ] ] ] . ]
reminder	Remind me to send Enrichment emails to teachers on Monday	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:CONTENT_EXACT Enrichment ] emails to [SL:RECIPIENT [IN:GET_CONTACT [SL:JOB teachers ] ] ] ] ] [SL:DATE_TIME on Monday ] ]
reminder	Remind me to reply to Lyndy and tell her I can meet at Starbucks at 9:45 a.m.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Lyndy ] and tell her [SL:CONTENT_EXACT I can meet at Starbucks ] ] ] [SL:DATE_TIME at 9 : 45 a.m . ] ]
reminder	remind me to answer Ken's email regarding the computers	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE answer [SL:RECIPIENT Ken ] 's email regarding [SL:CONTENT_EXACT the computers ] ] ] ]
reminder	Where is the lunch meeting reminder happening?	[IN:GET_REMINDER_LOCATION Where is the [SL:TODO lunch meeting ] reminder happening ? ]
reminder	How do I see all my reminders for next year?	[IN:HELP_REMINDER How do I see all my reminders for next year ? ]
reminder	show me the reminder for the theater night with co-workers next month	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:PERSON_REMINDED me ] the reminder for [SL:TODO [IN:GET_TODO [SL:TODO the theater night ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:MUTUAL_EMPLOYER co - workers ] ] ] ] ] [SL:DATE_TIME next month ] ]
reminder	How do I see my reminders?	[IN:HELP_REMINDER How do I see my reminders ? ]
reminder	Remind me to send Jennifer an email about next weeks meeting	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:RECIPIENT Jennifer ] an email about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:DATE_TIME next weeks ] [SL:CATEGORY_EVENT meeting ] ] ] ] ] ]
reminder	Remind me about my dinner with my friend betty at 8pm	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] about [SL:TODO [IN:GET_TODO [SL:TODO my dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT betty ] ] ] ] ] [SL:DATE_TIME at 8 pm ] ]
reminder	Please send my sister Donna a reminder tomorrow about Keith's surgery on Wednesday	[IN:CREATE_REMINDER Please send [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] [SL:CONTACT Donna ] ] ] a reminder [SL:DATE_TIME tomorrow ] about [SL:TODO [IN:GET_TODO [SL:TODO Keith 's surgery ] [SL:DATE_TIME on Wednesday ] ] ] ]
reminder	Change the reminder for John and not Tim.	[IN:UPDATE_REMINDER Change the reminder for [SL:PERSON_REMINDED_ADDED John ] and not [SL:PERSON_REMINDED_REMOVED Tim ] . ]
reminder	How does the reminder notification sound when it plays out loud	[IN:HELP_REMINDER How does the reminder notification sound when it plays out loud ]
reminder	add Brad to the party reminder for mom and dad	[IN:UPDATE_REMINDER add [SL:PERSON_REMINDED_ADDED Brad ] to the [SL:TODO party ] reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] and [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION dad ] ] ] ]
reminder	Help me change a reminder time.	[IN:HELP_REMINDER Help me change a reminder time . ]
reminder	Remind me to reply to Eleanor about her project idea at 10 am tomorrow morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Eleanor ] about [SL:CONTENT_EXACT her project idea ] ] ] [SL:DATE_TIME at 10 am tomorrow morning ] . ]
reminder	Remind me to reply to Vickie that I can meet with her on Monday	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Vickie ] that [SL:CONTENT_EXACT I can meet with her on Monday ] ] ] ]
reminder	How can I see my work reminders for September?	[IN:HELP_REMINDER How can I see my work reminders for September ? ]
reminder	Update my reminder for my meeting with Mary Spear to include Linda Adams and Pam Morgan.	[IN:UPDATE_REMINDER Update [SL:PERSON_REMINDED my ] reminder for [SL:TODO my meeting ] with [SL:ATTENDEE Mary Spear ] to include [SL:ATTENDEE_ADDED Linda Adams ] and [SL:ATTENDEE_ADDED Pam Morgan ] . ]
reminder	Remind me to email Market Research LTD about non-payment.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT Market Research LTD ] about [SL:CONTENT_EXACT non - payment ] ] ] . ]
reminder	Please show me reminders about lunch dates with my friends Sally and Diane	[IN:GET_REMINDER Please [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:PERSON_REMINDED me ] reminders about [SL:TODO [IN:GET_TODO [SL:TODO lunch dates ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friends ] [SL:CONTACT Sally ] ] ] and [SL:ATTENDEE Diane ] ] ] ]
reminder	Is there away to pull a list off all the reminders I have missed in the past year	[IN:HELP_REMINDER Is there away to pull a list off all the reminders I have missed in the past year ]
reminder	Remind me to text mom the address to the party tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] [SL:CONTENT_EXACT [IN:GET_EVENT the address to [SL:CATEGORY_EVENT the party ] ] ] ] ] [SL:DATE_TIME tonight ] . ]
reminder	Remind me to text Christen, Hannah, Kaitlin, and James about dinner on Wednesday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Christen ] , [SL:RECIPIENT Hannah ] , [SL:RECIPIENT Kaitlin ] , and [SL:RECIPIENT James ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT dinner ] ] ] ] ] [SL:DATE_TIME on Wednesday ] . ]
reminder	Remind me to shoot an email to Theresa  about the meeting tonight	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE shoot an email to [SL:RECIPIENT Theresa ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the meeting ] ] ] ] ] [SL:DATE_TIME tonight ] ]
reminder	remind me to reply to susan	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT susan ] ] ] ]
reminder	How do I view all of my reminders?	[IN:HELP_REMINDER How do I view all of my reminders ? ]
reminder	How do I change the time of an already set reminder?	[IN:HELP_REMINDER How do I change the time of an already set reminder ? ]
reminder	How do I see my reminders for dental examination?	[IN:HELP_REMINDER How do I see my reminders for dental examination ? ]
reminder	I need to a reminder to reply to Chris's email about the water bill so set the reminder for tomorrow night.	[IN:CREATE_REMINDER [SL:PERSON_REMINDED I ] need to a reminder to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Chris ] 's email about [SL:CONTENT_EXACT the water bill ] ] ] so set the reminder [SL:DATE_TIME for tomorrow night ] . ]
reminder	Please remind me to respond to my mom's text message after I get out of class at 6:35pm.	[IN:CREATE_REMINDER Please remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:REPLY_MESSAGE respond to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] 's text message ] ] [SL:TODO after I get out of class ] ] ] [SL:DATE_TIME at 6 : 35 pm ] . ]
reminder	What reminders does my husband Mark have for this month	[IN:GET_REMINDER What reminders does [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] [SL:CONTACT Mark ] ] ] have [SL:DATE_TIME for this month ] ]
reminder	remind me to reply to Mike and tell him we can meet on Friday night	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Mike ] and tell him [SL:CONTENT_EXACT we can meet ] ] ] [SL:DATE_TIME on Friday night ] ]
reminder	Cancel reminder to text Juan about the concert this afternoon.	[IN:DELETE_REMINDER Cancel reminder to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Juan ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the concert ] ] ] ] ] [SL:DATE_TIME this afternoon ] . ]
reminder	Remind me to reply to Justin's text message by Thursday and let him know that I won't be attending the graduation party.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Justin ] 's text message ] ] [SL:DATE_TIME by Thursday ] and [SL:TODO let him know that I won't be attending the graduation party ] ] ] . ]
reminder	I need to invite Kevin and Jane to dinner -- please send me a reminder to email them tomorrow	[IN:CREATE_REMINDER I need to [SL:TODO invite Kevin and Jane to dinner ] - - please send [SL:PERSON_REMINDED me ] a reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT them ] ] ] [SL:DATE_TIME tomorrow ] ]
reminder	set up reminders to send emails  for sue's retirement party the 12th	[IN:CREATE_REMINDER set up reminders to [SL:TODO [IN:SEND_MESSAGE send emails for [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT sue ] 's [SL:CATEGORY_EVENT retirement party ] ] ] ] ] [SL:DATE_TIME the 12th ] ]
reminder	Set a reminder to reply back to email from Shannon	[IN:CREATE_REMINDER Set a reminder to [SL:TODO [IN:REPLY_MESSAGE reply back to email from [SL:RECIPIENT Shannon ] ] ] ]
reminder	Add Brian and Matt to all reminders involving steak dinner this month.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Brian ] and [SL:PERSON_REMINDED_ADDED Matt ] to [SL:AMOUNT all ] reminders involving [SL:TODO steak dinner ] [SL:DATE_TIME this month ] . ]
reminder	Set up a weekly reminder to email the team about updates on Friday Morning	[IN:CREATE_REMINDER Set up a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:GROUP the team ] about [SL:CONTENT_EXACT updates ] ] ] [SL:DATE_TIME on Friday Morning ] ] ] ]
reminder	I need help deleting a reminder I have set up	[IN:HELP_REMINDER I need help deleting a reminder I have set up ]
reminder	Don't let me forget to reply to Sue's email; remind me on Thursday.	[IN:CREATE_REMINDER Don't let [SL:PERSON_REMINDED me ] forget to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Sue ] 's email ] ] ; remind me [SL:DATE_TIME on Thursday ] . ]
reminder	Remind Uncle Max to feed the pets every day at 10am this week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Uncle ] [SL:CONTACT Max ] ] ] to [SL:TODO feed the pets ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every day ] [SL:DATE_TIME at 10 am this week ] ] ] . ]
reminder	add chris to the list of reminders for the party on tuesday	[IN:UPDATE_REMINDER add [SL:PERSON_REMINDED_ADDED chris ] to the list of reminders for [SL:TODO the party ] [SL:DATE_TIME on tuesday ] ]
reminder	Change the reminder to send an 'I love you' message to my sister on facebook from  the 19th to the 23rd.	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder to [SL:TODO [IN:SEND_MESSAGE send an ' [SL:CONTENT_EXACT I love you ] ' message to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] on [SL:NAME_APP facebook ] ] ] [SL:DATE_TIME from the 19th ] [SL:DATE_TIME_NEW to the 23rd ] . ]
reminder	Remind me to reply to Nancy's email about lunch on Friday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Nancy ] 's email about [SL:CONTENT_EXACT lunch ] ] ] [SL:DATE_TIME on Friday ] . ]
reminder	I need to add Chuck to the surprise party reminder next weekend.	[IN:UPDATE_REMINDER [SL:PERSON_REMINDED I ] need to add [SL:PERSON_REMINDED_ADDED Chuck ] to the [SL:TODO surprise party ] reminder [SL:DATE_TIME next weekend ] . ]
reminder	Remind me to reply to Steve and tell him we need to reschedule our meeting.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Steve ] and tell him [SL:CONTENT_EXACT we need to reschedule our meeting ] ] ] . ]
reminder	Remind me to email my cousin Sabrina Tuesday morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION cousin ] [SL:CONTACT Sabrina ] ] ] ] ] [SL:DATE_TIME Tuesday morning ] . ]
reminder	Set an alert that will remind me to email my coworkers about our new access code.	[IN:CREATE_REMINDER Set an alert that will remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT my coworkers ] about [SL:CONTENT_EXACT our new access code ] ] ] . ]
reminder	remind those invited to the event I'm hosting this week that the event begins at 6 pm	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED [IN:GET_EVENT_ATTENDEE those invited to the event [SL:ORGANIZER_EVENT I'm ] hosting [SL:DATE_TIME this week ] ] ] that [SL:TODO the event begins ] [SL:DATE_TIME at 6 pm ] ]
reminder	change my meeting alert with kim to Lisa	[IN:UPDATE_REMINDER change [SL:PERSON_REMINDED my ] [SL:TODO meeting ] alert with [SL:ATTENDEE_REMOVED kim ] to [SL:ATTENDEE_ADDED Lisa ] ]
reminder	remind me the breakfast with my friend vicki please	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] [SL:TODO [IN:GET_TODO [SL:TODO the breakfast ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT vicki ] ] ] ] ] please ]
